versionid                           ,journeyid                           ,journeyname                                                                                                                                                                                             ,versionnumber,createddate            ,lastpublisheddate      ,modifieddate           ,journeystatus                                                                                       
B21F1106-9C26-422D-BACA-849AC9BAED2E,B21F1106-9C26-422D-BACA-849AC9BAED2E,promo_B21F1106-9C26-422D-BACA-849AC9BAED2E                                                                                                                                                              ,            1,2022-09-30 13:39:00.000,                   NULL,2022-09-30 13:39:00.000,Draft                                                                                               
B648D82C-EB7B-484D-B619-84D2FC44E655,00252362-BA36-40DE-8D51-086E6B0BA03F,promo_00252362-BA36-40DE-8D51-086E6B0BA03F                                                                                                                                                              ,            4,2022-11-11 09:34:00.000,2022-11-11 09:44:00.000,2022-11-11 10:47:00.000,Deleted                                                                                             
FAFDBBAB-4507-473A-90EB-84FBD2D1D48C,FAFDBBAB-4507-473A-90EB-84FBD2D1D48C,promo_FAFDBBAB-4507-473A-90EB-84FBD2D1D48C                                                                                                                                                              ,            1,2023-02-03 13:03:00.000,2023-02-03 13:06:00.000,2023-02-03 13:06:00.000,Running                                                                                             
7388102F-1921-4EA7-9D6D-852B42841CB2,7388102F-1921-4EA7-9D6D-852B42841CB2,promo_7388102F-1921-4EA7-9D6D-852B42841CB2                                                                                                                                                              ,            1,2023-02-13 17:02:00.000,2023-02-13 17:28:00.000,2023-02-13 17:28:00.000,Running                                                                                             
93CF71FF-7F5A-414D-9125-85DDF967674B,93CF71FF-7F5A-414D-9125-85DDF967674B,promo_93CF71FF-7F5A-414D-9125-85DDF967674B                                                                                                                                                              ,            1,2023-01-05 15:03:00.000,2023-01-05 15:19:00.000,2023-01-05 15:19:00.000,Running                                                                                             
74678C98-D69C-484D-A3BE-861FD955CA85,5326383D-0CBF-4517-BA0F-36B8F30F337B,promo_5326383D-0CBF-4517-BA0F-36B8F30F337B                                                                                                                                                              ,            4,2023-01-06 20:32:00.000,2023-01-06 20:32:00.000,2023-01-06 20:37:00.000,Finishing                                                                                           
81B54D8D-E8DD-4551-9310-868B65913102,AB72816D-4902-49CF-A76A-63863212D016,promo_AB72816D-4902-49CF-A76A-63863212D016                                                                                                                                                              ,            2,2023-01-25 09:17:00.000,2023-01-25 09:21:00.000,2023-01-30 08:35:00.000,Deleted                                                                                             
0F47AD8D-4AE4-4B5D-BB83-87638A27B85D,0F47AD8D-4AE4-4B5D-BB83-87638A27B85D,promo_0F47AD8D-4AE4-4B5D-BB83-87638A27B85D                                                                                                                                                              ,            1,2023-02-15 11:45:00.000,                   NULL,2023-02-28 12:51:00.000,Draft                                                                                               
9C42FED7-775B-4C62-BE41-8873D49E5B9F,9C42FED7-775B-4C62-BE41-8873D49E5B9F,promo_9C42FED7-775B-4C62-BE41-8873D49E5B9F                                                                                                                                                              ,            1,2023-02-03 11:20:00.000,2023-02-03 11:22:00.000,2023-02-03 11:22:00.000,Running                                                                                             
89DB05A6-7190-412F-A426-8890B89EB6B1,89DB05A6-7190-412F-A426-8890B89EB6B1,promo_89DB05A6-7190-412F-A426-8890B89EB6B1                                                                                                                                                              ,            1,2023-01-20 11:24:00.000,2023-01-20 12:34:00.000,2023-01-20 13:23:00.000,Finishing                                                                                           
96A7C886-DE53-487F-908D-889C3E997794,22B5C0D4-32C8-4F1F-B8CC-B5CA7D8AA4A6,promo_22B5C0D4-32C8-4F1F-B8CC-B5CA7D8AA4A6                                                                                                                                                              ,            4,2023-01-08 16:43:00.000,2023-02-01 09:55:00.000,2023-02-01 10:23:00.000,Stopped                                                                                             
3FC7F959-5186-4E7F-9006-89AED133991D,3FC7F959-5186-4E7F-9006-89AED133991D,promo_3FC7F959-5186-4E7F-9006-89AED133991D                                                                                                                                                              ,            1,2023-01-12 11:09:00.000,2023-01-12 11:19:00.000,2023-01-12 11:19:00.000,Running                                                                                             
C8F9DC50-4765-424C-89A5-89ECFCAD1ED7,B54D81DB-B6AC-47B3-AB8C-A2FBEE127B0E,promo_B54D81DB-B6AC-47B3-AB8C-A2FBEE127B0E                                                                                                                                                              ,            5,2023-01-11 13:00:00.000,                   NULL,2023-01-11 13:00:00.000,Draft                                                                                               
3AA1E2EE-D8F3-42C0-96A2-89F58486CD9C,3AA1E2EE-D8F3-42C0-96A2-89F58486CD9C,promo_3AA1E2EE-D8F3-42C0-96A2-89F58486CD9C                                                                                                                                                              ,            1,2023-02-06 16:58:00.000,2023-02-06 17:00:00.000,2023-02-06 17:00:00.000,Running                                                                                             
55B08592-116A-4B99-A550-8A0E482B28FB,55B08592-116A-4B99-A550-8A0E482B28FB,promo_55B08592-116A-4B99-A550-8A0E482B28FB                                                                                                                                                              ,            1,2023-02-02 14:32:00.000,2023-02-02 17:50:00.000,2023-02-02 17:50:00.000,Running                                                                                             
C44A2F1F-7ECC-4F20-BBC4-8A63C805F3DB,C44A2F1F-7ECC-4F20-BBC4-8A63C805F3DB,promo_C44A2F1F-7ECC-4F20-BBC4-8A63C805F3DB                                                                                                                                                              ,            1,2023-01-13 12:48:00.000,2023-01-13 13:02:00.000,2023-01-13 13:02:00.000,Running                                                                                             
251A6003-127F-4341-A8C2-8A8E08E53312,251A6003-127F-4341-A8C2-8A8E08E53312,promo_251A6003-127F-4341-A8C2-8A8E08E53312                                                                                                                                                              ,            1,2022-11-01 07:48:00.000,2022-11-22 11:52:00.000,2022-11-22 11:52:00.000,Running                                                                                             
FEF1124E-569D-465E-A8D9-8A8F4A1C54E4,FEF1124E-569D-465E-A8D9-8A8F4A1C54E4,promo_FEF1124E-569D-465E-A8D9-8A8F4A1C54E4                                                                                                                                                              ,            1,2022-08-29 12:08:00.000,                   NULL,2022-08-29 12:08:00.000,Draft                                                                                               
751670F4-22AF-4D2E-8994-8ACEB2FC065F,AEF073FA-1539-41EA-8528-34167C3E3E7F,promo_AEF073FA-1539-41EA-8528-34167C3E3E7F                                                                                                                                                              ,            2,2022-09-29 14:21:00.000,2022-09-29 14:24:00.000,2022-09-29 14:24:00.000,Running                                                                                             
E8AD3B84-DC0B-4DC8-B129-8AEEEB95D144,E8AD3B84-DC0B-4DC8-B129-8AEEEB95D144,promo_E8AD3B84-DC0B-4DC8-B129-8AEEEB95D144                                                                                                                                                              ,            1,2023-02-02 14:26:00.000,2023-02-02 17:50:00.000,2023-02-02 17:50:00.000,Running                                                                                             
FD46E1E1-46E1-47B5-9D39-8AF0833A630F,22B5C0D4-32C8-4F1F-B8CC-B5CA7D8AA4A6,promo_22B5C0D4-32C8-4F1F-B8CC-B5CA7D8AA4A6                                                                                                                                                              ,            3,2022-11-09 14:23:00.000,2022-11-11 08:24:00.000,2023-02-01 09:55:00.000,Stopped                                                                                             
45940EA9-DA65-4EEE-B575-8DD97AC6F5B4,45940EA9-DA65-4EEE-B575-8DD97AC6F5B4,promo_45940EA9-DA65-4EEE-B575-8DD97AC6F5B4                                                                                                                                                              ,            1,2023-01-16 10:27:00.000,2023-01-16 10:56:00.000,2023-01-16 10:59:00.000,Stopped                                                                                             
5096EE4D-4B38-4E38-966D-8DF59DDF5FF3,77CCB7E2-9080-4B40-8200-A4C026DD765B,promo_77CCB7E2-9080-4B40-8200-A4C026DD765B                                                                                                                                                              ,            3,2022-09-30 07:29:00.000,2022-09-30 15:38:00.000,2022-10-03 14:40:00.000,Finishing                                                                                           
764632CB-EB82-4F8B-8D03-8E558FE601DA,764632CB-EB82-4F8B-8D03-8E558FE601DA,promo_764632CB-EB82-4F8B-8D03-8E558FE601DA                                                                                                                                                              ,            1,2023-01-12 14:47:00.000,2023-01-12 14:48:00.000,2023-01-12 14:48:00.000,Running                                                                                             
42E4AAEA-5C94-4FE8-AE38-8E79A0D45D7F,430080BB-A95C-4F7F-B031-58D3F2A2FF0E,promo_430080BB-A95C-4F7F-B031-58D3F2A2FF0E                                                                                                                                                              ,            3,2022-11-16 12:26:00.000,2022-11-16 12:27:00.000,2022-11-16 13:33:00.000,Stopped                                                                                             
3EBEE694-F8B7-4EBB-A116-8EA8174A0651,45940EA9-DA65-4EEE-B575-8DD97AC6F5B4,promo_45940EA9-DA65-4EEE-B575-8DD97AC6F5B4                                                                                                                                                              ,            2,2023-01-16 10:59:00.000,2023-01-16 10:59:00.000,2023-01-16 11:05:00.000,Stopped                                                                                             
FA6DBA88-453B-4CDB-BA3A-8F4923BC2FC8,5D2C76AF-E8EA-4D8E-9955-57965ECFFB96,promo_5D2C76AF-E8EA-4D8E-9955-57965ECFFB96                                                                                                                                                              ,            3,2022-10-10 15:55:00.000,2022-10-10 15:55:00.000,2022-10-11 15:29:00.000,Stopped                                                                                             
9202711A-5CAB-4C92-8B0C-90211A80AB55,9202711A-5CAB-4C92-8B0C-90211A80AB55,promo_9202711A-5CAB-4C92-8B0C-90211A80AB55                                                                                                                                                              ,            1,2023-02-01 14:29:00.000,2023-02-01 14:32:00.000,2023-02-01 14:32:00.000,Running                                                                                             
AB57892A-3CC6-4EAC-BFF7-9052FA9EE3D9,AB57892A-3CC6-4EAC-BFF7-9052FA9EE3D9,promo_AB57892A-3CC6-4EAC-BFF7-9052FA9EE3D9                                                                                                                                                              ,            1,2022-12-22 15:21:00.000,2022-12-22 15:26:00.000,2022-12-22 15:27:00.000,Deleted                                                                                             
97177F9E-2E0B-4CE1-BBBC-91C3A3A7C0FD,97177F9E-2E0B-4CE1-BBBC-91C3A3A7C0FD,promo_97177F9E-2E0B-4CE1-BBBC-91C3A3A7C0FD                                                                                                                                                              ,            1,2022-12-14 15:07:00.000,2022-12-14 16:38:00.000,2022-12-14 16:38:00.000,Running                                                                                             
40C771D4-C171-41C8-8EB6-91F3210C0690,40C771D4-C171-41C8-8EB6-91F3210C0690,promo_40C771D4-C171-41C8-8EB6-91F3210C0690                                                                                                                                                              ,            1,2023-02-01 19:57:00.000,2023-02-01 20:01:00.000,2023-02-01 20:01:00.000,Running                                                                                             
E259FB01-9C0D-40C7-9A45-9448F3A96297,B54D81DB-B6AC-47B3-AB8C-A2FBEE127B0E,promo_B54D81DB-B6AC-47B3-AB8C-A2FBEE127B0E                                                                                                                                                              ,            2,2022-10-21 10:19:00.000,2022-10-21 10:34:00.000,2022-12-06 15:23:00.000,Finishing                                                                                           
F3C836BF-D68D-4011-81FD-947E8D79FEA8,F3C836BF-D68D-4011-81FD-947E8D79FEA8,promo_F3C836BF-D68D-4011-81FD-947E8D79FEA8                                                                                                                                                              ,            1,2022-12-21 18:29:00.000,2022-12-21 18:34:00.000,2022-12-21 18:34:00.000,Running                                                                                             
CF6D530B-B757-45F9-908F-94DBCAECE437,CF6D530B-B757-45F9-908F-94DBCAECE437,promo_CF6D530B-B757-45F9-908F-94DBCAECE437                                                                                                                                                              ,            1,2022-12-16 18:08:00.000,2022-12-16 18:53:00.000,2022-12-16 18:53:00.000,Running                                                                                             
2A216F4B-63D3-49B8-8D5A-96151F76B1A8,430080BB-A95C-4F7F-B031-58D3F2A2FF0E,promo_430080BB-A95C-4F7F-B031-58D3F2A2FF0E                                                                                                                                                              ,            8,2022-11-17 13:03:00.000,2022-11-17 13:09:00.000,2022-11-17 13:50:00.000,Finishing                                                                                           
393712D0-B2CA-4EE7-AD39-973758F7FD0F,393712D0-B2CA-4EE7-AD39-973758F7FD0F,promo_393712D0-B2CA-4EE7-AD39-973758F7FD0F                                                                                                                                                              ,            1,2023-02-03 15:13:00.000,2023-02-03 16:32:00.000,2023-02-03 16:32:00.000,Running                                                                                             
DD778E9F-8FE3-4EE7-95C5-975E17F0EC17,C6004676-1275-4798-AA4A-D2F45513FDE5,promo_C6004676-1275-4798-AA4A-D2F45513FDE5                                                                                                                                                              ,            4,2022-10-13 09:36:00.000,2022-10-13 09:39:00.000,2022-10-14 12:15:00.000,Stopped                                                                                             
346A9F9A-D009-48EA-8382-97F79838BF2A,346A9F9A-D009-48EA-8382-97F79838BF2A,promo_346A9F9A-D009-48EA-8382-97F79838BF2A                                                                                                                                                              ,            1,2023-01-05 19:10:00.000,2023-01-06 13:15:00.000,2023-01-06 13:15:00.000,Running                                                                                             
54DCE4A2-FFEE-411B-AFBB-985C67274ADE,54DCE4A2-FFEE-411B-AFBB-985C67274ADE,promo_54DCE4A2-FFEE-411B-AFBB-985C67274ADE                                                                                                                                                              ,            1,2023-01-25 12:56:00.000,2023-01-26 10:32:00.000,2023-01-26 10:32:00.000,Running                                                                                             
DEB2CE9E-9732-444C-BD9A-98D9C3485695,DEB2CE9E-9732-444C-BD9A-98D9C3485695,promo_DEB2CE9E-9732-444C-BD9A-98D9C3485695                                                                                                                                                              ,            1,2022-12-15 12:28:00.000,2023-01-25 10:44:00.000,2023-01-25 10:44:00.000,Running                                                                                             
889A1DC6-319D-4120-97B9-99237E918E66,889A1DC6-319D-4120-97B9-99237E918E66,promo_889A1DC6-319D-4120-97B9-99237E918E66                                                                                                                                                              ,            1,2023-02-03 15:05:00.000,2023-02-03 16:32:00.000,2023-02-03 16:32:00.000,Running                                                                                             
78798C9A-80D3-4DE5-A423-99F3376447B3,78798C9A-80D3-4DE5-A423-99F3376447B3,promo_78798C9A-80D3-4DE5-A423-99F3376447B3                                                                                                                                                              ,            1,2023-02-03 15:02:00.000,2023-02-03 16:31:00.000,2023-02-03 16:31:00.000,Running                                                                                             
1D441A06-3129-495F-8E4D-9ACDD5298003,CC9BB94B-B218-4A9F-9890-52A158CF12C3,promo_CC9BB94B-B218-4A9F-9890-52A158CF12C3                                                                                                                                                              ,            9,2023-01-11 14:53:00.000,2023-01-11 14:54:00.000,2023-01-16 10:26:00.000,Stopped                                                                                             
C1ECCA68-CD2D-46F3-AE3D-9B306C361703,C6004676-1275-4798-AA4A-D2F45513FDE5,promo_C6004676-1275-4798-AA4A-D2F45513FDE5                                                                                                                                                              ,            2,2022-10-10 15:06:00.000,2022-10-10 15:06:00.000,2022-10-11 14:24:00.000,Stopped                                                                                             
13E29119-6D9E-498C-AF8B-9C2FFA1B0C62,5326383D-0CBF-4517-BA0F-36B8F30F337B,promo_5326383D-0CBF-4517-BA0F-36B8F30F337B                                                                                                                                                              ,            9,2023-01-06 21:36:00.000,2023-01-06 21:41:00.000,2023-01-06 21:49:00.000,Finishing                                                                                           
D28D7165-86FA-4B11-AB4C-9C6390DB0EF3,13146C2D-0854-4C40-8652-D9CE7CACBDA4,promo_13146C2D-0854-4C40-8652-D9CE7CACBDA4                                                                                                                                                              ,            4,2023-01-10 10:56:00.000,2023-01-10 11:03:00.000,2023-02-21 12:16:00.000,Stopped                                                                                             
994698B9-F3AF-4455-8E31-9CE33915B803,994698B9-F3AF-4455-8E31-9CE33915B803,promo_994698B9-F3AF-4455-8E31-9CE33915B803                                                                                                                                                              ,            1,2023-01-20 16:20:00.000,2023-01-20 16:25:00.000,2023-01-20 16:25:00.000,Running                                                                                             
3198E18E-141F-4B6D-B44D-9D7AA77B96A3,3198E18E-141F-4B6D-B44D-9D7AA77B96A3,promo_3198E18E-141F-4B6D-B44D-9D7AA77B96A3                                                                                                                                                              ,            1,2023-01-26 15:07:00.000,2023-01-26 15:10:00.000,2023-01-26 15:10:00.000,Running                                                                                             
8FC39080-F5AE-4B68-B210-9D978588047C,8FC39080-F5AE-4B68-B210-9D978588047C,promo_8FC39080-F5AE-4B68-B210-9D978588047C                                                                                                                                                              ,            1,2023-01-24 13:26:00.000,2023-01-24 14:38:00.000,2023-01-24 14:38:00.000,Running                                                                                             
026C0764-5A43-4E6C-95EF-9D9DC2A5D6BA,026C0764-5A43-4E6C-95EF-9D9DC2A5D6BA,promo_026C0764-5A43-4E6C-95EF-9D9DC2A5D6BA                                                                                                                                                              ,            1,2023-01-25 15:18:00.000,2023-01-26 09:37:00.000,2023-01-31 07:45:00.000,Deleted                                                                                             
5DB8984D-FC10-4F6D-9237-9DB458D94204,5DB8984D-FC10-4F6D-9237-9DB458D94204,promo_5DB8984D-FC10-4F6D-9237-9DB458D94204                                                                                                                                                              ,            1,2022-10-17 11:08:00.000,2022-10-17 11:08:00.000,2022-10-17 11:08:00.000,Running                                                                                             
1DA0BD9C-06C8-4990-9381-9E0CE702FBE3,1DA0BD9C-06C8-4990-9381-9E0CE702FBE3,promo_1DA0BD9C-06C8-4990-9381-9E0CE702FBE3                                                                                                                                                              ,            1,2023-01-10 18:25:00.000,                   NULL,2023-01-10 18:25:00.000,Draft                                                                                               
A9FEB1A7-7ABE-4591-B25C-9F8B822C6BDF,A9FEB1A7-7ABE-4591-B25C-9F8B822C6BDF,promo_A9FEB1A7-7ABE-4591-B25C-9F8B822C6BDF                                                                                                                                                              ,            1,2023-01-27 13:38:00.000,2023-01-30 08:34:00.000,2023-01-30 08:34:00.000,Running                                                                                             
FB80B6DB-9041-4CC7-AEEA-9F9D26808939,22B5C0D4-32C8-4F1F-B8CC-B5CA7D8AA4A6,promo_22B5C0D4-32C8-4F1F-B8CC-B5CA7D8AA4A6                                                                                                                                                              ,            2,2022-10-26 10:19:00.000,2022-10-26 10:20:00.000,2022-11-11 08:24:00.000,Stopped                                                                                             
15942429-9052-44FD-A5D7-A03AD16AD7CD,5326383D-0CBF-4517-BA0F-36B8F30F337B,promo_5326383D-0CBF-4517-BA0F-36B8F30F337B                                                                                                                                                              ,           11,2023-01-06 21:56:00.000,2023-01-06 21:56:00.000,2023-01-06 21:56:00.000,Running                                                                                             
CE55E913-93E5-4DFC-9AA0-A120B1830D9D,40505804-88F2-4426-B46D-A910782EBDDB,promo_40505804-88F2-4426-B46D-A910782EBDDB                                                                                                                                                              ,            2,2023-01-08 16:44:00.000,2023-01-08 16:45:00.000,2023-01-09 16:20:00.000,Stopped                                                                                             
B54D81DB-B6AC-47B3-AB8C-A2FBEE127B0E,B54D81DB-B6AC-47B3-AB8C-A2FBEE127B0E,promo_B54D81DB-B6AC-47B3-AB8C-A2FBEE127B0E                                                                                                                                                              ,            1,2022-10-03 22:11:00.000,2022-10-21 09:44:00.000,2022-10-21 10:34:00.000,Finishing                                                                                           
96FE07F2-57DD-4D8E-A7F3-A4B7521E8D8B,96FE07F2-57DD-4D8E-A7F3-A4B7521E8D8B,promo_96FE07F2-57DD-4D8E-A7F3-A4B7521E8D8B                                                                                                                                                              ,            1,2023-02-03 12:16:00.000,2023-02-03 12:17:00.000,2023-02-03 12:17:00.000,Running                                                                                             
77CCB7E2-9080-4B40-8200-A4C026DD765B,77CCB7E2-9080-4B40-8200-A4C026DD765B,promo_77CCB7E2-9080-4B40-8200-A4C026DD765B                                                                                                                                                              ,            1,2022-06-23 20:36:00.000,2022-09-29 14:08:00.000,2022-09-30 07:29:00.000,Finishing                                                                                           
C876E9D9-D71E-413F-927C-A7400491A155,B6F656ED-8F05-4FC5-8909-056B0D35A10A,promo_B6F656ED-8F05-4FC5-8909-056B0D35A10A                                                                                                                                                              ,            2,2022-12-21 14:09:00.000,                   NULL,2022-12-21 14:09:00.000,Draft                                                                                               
41DEBBE2-8495-4B01-ADAC-A7FEF1AF5FB9,77CCB7E2-9080-4B40-8200-A4C026DD765B,promo_77CCB7E2-9080-4B40-8200-A4C026DD765B                                                                                                                                                              ,            4,2022-10-03 14:39:00.000,2022-10-03 14:40:00.000,2022-10-03 14:40:00.000,Running                                                                                             
DF44B4D2-356A-44BC-84D7-A834F1DDE606,B0CD4856-C8F9-4009-BD89-10B9F2AF2FF9,promo_B0CD4856-C8F9-4009-BD89-10B9F2AF2FF9                                                                                                                                                              ,            3,2022-11-17 12:21:00.000,2022-11-17 12:21:00.000,2022-11-17 12:21:00.000,Running                                                                                             
6576CE23-C985-4D23-802C-A8DD6C7ABB7C,B54D81DB-B6AC-47B3-AB8C-A2FBEE127B0E,promo_B54D81DB-B6AC-47B3-AB8C-A2FBEE127B0E                                                                                                                                                              ,            4,2022-12-16 08:31:00.000,2022-12-16 14:13:00.000,2022-12-16 14:13:00.000,Running                                                                                             
40505804-88F2-4426-B46D-A910782EBDDB,40505804-88F2-4426-B46D-A910782EBDDB,promo_40505804-88F2-4426-B46D-A910782EBDDB                                                                                                                                                              ,            1,2023-01-08 16:38:00.000,2023-01-08 16:39:00.000,2023-01-08 16:45:00.000,Stopped                                                                                             
99460988-392B-44AD-832E-AA06760AE04C,99460988-392B-44AD-832E-AA06760AE04C,promo_99460988-392B-44AD-832E-AA06760AE04C                                                                                                                                                              ,            1,2022-12-12 14:57:00.000,2022-12-12 15:02:00.000,2022-12-12 15:02:00.000,Running                                                                                             
28A28820-A6EB-4A4C-BA35-ABB15BF4269B,28A28820-A6EB-4A4C-BA35-ABB15BF4269B,promo_28A28820-A6EB-4A4C-BA35-ABB15BF4269B                                                                                                                                                              ,            1,2023-02-02 14:41:00.000,                   NULL,2023-02-02 14:45:00.000,Deleted                                                                                             
0A3757AD-7E42-4DDA-9C76-AC1B37A66F1A,0A3757AD-7E42-4DDA-9C76-AC1B37A66F1A,promo_0A3757AD-7E42-4DDA-9C76-AC1B37A66F1A                                                                                                                                                              ,            1,2023-02-10 15:50:00.000,2023-02-10 17:53:00.000,2023-02-10 17:53:00.000,Running                                                                                             
CB6DCAED-F0AE-41E2-9BBB-AC9037651007,CB6DCAED-F0AE-41E2-9BBB-AC9037651007,promo_CB6DCAED-F0AE-41E2-9BBB-AC9037651007                                                                                                                                                              ,            1,2022-11-17 11:51:00.000,2022-12-06 15:23:00.000,2022-12-16 14:14:00.000,Finishing                                                                                           
A28C5474-FDCA-4ABE-B454-ACD8BADA41C5,430080BB-A95C-4F7F-B031-58D3F2A2FF0E,promo_430080BB-A95C-4F7F-B031-58D3F2A2FF0E                                                                                                                                                              ,            4,2022-11-16 13:32:00.000,2022-11-16 13:33:00.000,2022-11-17 08:37:00.000,Finishing                                                                                           
03C8354B-FC61-4B86-830B-AD8987C1926B,03C8354B-FC61-4B86-830B-AD8987C1926B,promo_03C8354B-FC61-4B86-830B-AD8987C1926B                                                                                                                                                              ,            1,2023-02-03 12:49:00.000,2023-02-03 12:50:00.000,2023-02-03 12:50:00.000,Running                                                                                             
3FDACB8A-0614-46E9-B02C-AF5EA5D878C0,3FDACB8A-0614-46E9-B02C-AF5EA5D878C0,promo_3FDACB8A-0614-46E9-B02C-AF5EA5D878C0                                                                                                                                                              ,            1,2023-01-31 20:30:00.000,2023-01-31 20:31:00.000,2023-01-31 20:31:00.000,Running                                                                                             
280EE48E-2D1E-4842-B96B-AF653E494007,E76B6C7A-B4BC-40AD-B216-F1A6BAC04312,promo_E76B6C7A-B4BC-40AD-B216-F1A6BAC04312                                                                                                                                                              ,            3,2022-11-09 15:20:00.000,2023-01-11 09:44:00.000,2023-02-28 15:40:00.000,Finishing                                                                                           
46C2F18E-F908-45AE-92AE-B01431DB8AF6,46C2F18E-F908-45AE-92AE-B01431DB8AF6,promo_46C2F18E-F908-45AE-92AE-B01431DB8AF6                                                                                                                                                              ,            1,2022-08-29 12:15:00.000,                   NULL,2022-08-29 12:15:00.000,Draft                                                                                               
3C370235-E829-4E09-85C6-B05A50627BF7,CC9BB94B-B218-4A9F-9890-52A158CF12C3,promo_CC9BB94B-B218-4A9F-9890-52A158CF12C3                                                                                                                                                              ,            6,2023-01-11 14:08:00.000,2023-01-11 14:08:00.000,2023-01-11 14:26:00.000,Stopped                                                                                             
F51465E4-96E1-4E2F-8BAE-B0714960F053,F51465E4-96E1-4E2F-8BAE-B0714960F053,promo_F51465E4-96E1-4E2F-8BAE-B0714960F053                                                                                                                                                              ,            1,2023-01-20 15:06:00.000,2023-01-20 15:15:00.000,2023-01-20 15:15:00.000,Running                                                                                             
4BE53E5F-A89D-4442-9E27-B1EC0AE385B4,4BE53E5F-A89D-4442-9E27-B1EC0AE385B4,promo_4BE53E5F-A89D-4442-9E27-B1EC0AE385B4                                                                                                                                                              ,            1,2023-02-28 16:12:00.000,2023-02-28 16:21:00.000,2023-02-28 16:21:00.000,Running                                                                                             
F6067D67-6767-446B-8DBF-B25FD2DCC2E6,00252362-BA36-40DE-8D51-086E6B0BA03F,promo_00252362-BA36-40DE-8D51-086E6B0BA03F                                                                                                                                                              ,            9,2022-11-11 10:43:00.000,2022-11-11 10:43:00.000,2022-11-11 10:47:00.000,Deleted                                                                                             
B7AAB6EE-4A49-46A8-98F8-B35FAF027943,3991FA14-D738-4874-B7F5-219F15D2DF78,promo_3991FA14-D738-4874-B7F5-219F15D2DF78                                                                                                                                                              ,            2,2022-12-15 14:39:00.000,2022-12-15 15:12:00.000,2022-12-15 15:12:00.000,Running                                                                                             
F0D0ADDE-7185-4F42-B820-B3853E21ACFB,F0D0ADDE-7185-4F42-B820-B3853E21ACFB,promo_F0D0ADDE-7185-4F42-B820-B3853E21ACFB                                                                                                                                                              ,            1,2023-01-13 16:18:00.000,2023-01-13 16:20:00.000,2023-01-13 16:20:00.000,Running                                                                                             
282A3392-186A-4EC9-80D7-B38587B2C2B4,FA40A8C1-A5D5-4235-AF02-1C6FC91F0541,promo_FA40A8C1-A5D5-4235-AF02-1C6FC91F0541                                                                                                                                                              ,            2,2022-09-30 07:29:00.000,2022-09-30 07:30:00.000,2022-10-03 14:43:00.000,Finishing                                                                                           
58B04FF8-7578-464C-9C90-B433152BCE7B,58B04FF8-7578-464C-9C90-B433152BCE7B,promo_58B04FF8-7578-464C-9C90-B433152BCE7B                                                                                                                                                              ,            1,2023-01-23 17:36:00.000,2023-01-23 17:49:00.000,2023-01-23 17:49:00.000,Running                                                                                             
AEC07281-A2BA-493B-8B11-B440D059DFDE,CC9BB94B-B218-4A9F-9890-52A158CF12C3,promo_CC9BB94B-B218-4A9F-9890-52A158CF12C3                                                                                                                                                              ,           10,2023-01-17 15:42:00.000,                   NULL,2023-01-17 15:42:00.000,Draft                                                                                               
A0C1F4C6-17DB-4013-BA81-B47CC591D333,A0C1F4C6-17DB-4013-BA81-B47CC591D333,promo_A0C1F4C6-17DB-4013-BA81-B47CC591D333                                                                                                                                                              ,            1,2023-02-28 10:42:00.000,2023-02-28 10:45:00.000,2023-02-28 10:45:00.000,Running                                                                                             
22B5C0D4-32C8-4F1F-B8CC-B5CA7D8AA4A6,22B5C0D4-32C8-4F1F-B8CC-B5CA7D8AA4A6,promo_22B5C0D4-32C8-4F1F-B8CC-B5CA7D8AA4A6                                                                                                                                                              ,            1,2022-10-26 09:26:00.000,2022-10-26 09:26:00.000,2022-10-26 10:20:00.000,Stopped                                                                                             
00009FE2-B9F0-4FD7-B6C9-BAC4C0311EFB,00009FE2-B9F0-4FD7-B6C9-BAC4C0311EFB,promo_00009FE2-B9F0-4FD7-B6C9-BAC4C0311EFB                                                                                                                                                              ,            1,2022-12-09 11:59:00.000,                   NULL,2022-12-09 12:08:00.000,Deleted                                                                                             
61601F12-F583-40DD-ACB4-BADCA8C323F9,CC9BB94B-B218-4A9F-9890-52A158CF12C3,promo_CC9BB94B-B218-4A9F-9890-52A158CF12C3                                                                                                                                                              ,            4,2023-01-11 13:40:00.000,2023-01-11 13:42:00.000,2023-01-11 14:03:00.000,Stopped                                                                                             
9B2D0216-BEBF-48C8-9394-BBFA607959DD,9B2D0216-BEBF-48C8-9394-BBFA607959DD,promo_9B2D0216-BEBF-48C8-9394-BBFA607959DD                                                                                                                                                              ,            1,2023-01-26 14:44:00.000,2023-01-26 15:05:00.000,2023-01-26 15:05:00.000,Running                                                                                             
D718FDA2-CDA2-4CBE-B75F-BC708825CD10,D718FDA2-CDA2-4CBE-B75F-BC708825CD10,promo_D718FDA2-CDA2-4CBE-B75F-BC708825CD10                                                                                                                                                              ,            1,2023-01-20 13:23:00.000,2023-01-20 13:42:00.000,2023-01-20 13:42:00.000,Running                                                                                             
93910C95-B7C7-4094-96E1-BC74672DB44F,5D2C76AF-E8EA-4D8E-9955-57965ECFFB96,promo_5D2C76AF-E8EA-4D8E-9955-57965ECFFB96                                                                                                                                                              ,            2,2022-10-10 15:39:00.000,2022-10-10 15:39:00.000,2022-10-10 15:55:00.000,Stopped                                                                                             
