jobid      ,emailid    ,accountid  ,accountuserid,fromname                                                                                                                          ,fromemail                                                                                           ,schedtime              ,pickuptime             ,deliveredtime          ,eventid                                           ,ismultipart,jobtype                                           ,jobstatus                                         ,modifiedby ,modifieddate           ,emailname                                                                                                                                                                                               ,emailsubject                                                                                                                                                                                            ,iswrapped,testemailaddr                                                                                                                   ,category                                                                                            ,bccemail                                                                                            ,originalschedtime      ,createddate            ,characterset                  ,ipaddress                                         ,salesforcetotalsubscribercount,salesforceerrorsubscribercount,sendtype                                                                                                                        ,dynamicemailsubject                                                                                                                                                                                                                                       ,suppresstracking,sendclassificationtype          ,sendclassification                  ,resolvelinkswithcurrentdata,emailsenddefinition                 ,deduplicatebyemail,triggerersenddefinitionobjectid     ,triggeredsendcustomerkey            
      18946,       9481,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-14 14:01:00.000,2022-10-14 14:02:00.000,2022-10-14 14:02:00.000,NULL                                              ,          1,NULL                                              ,New                                               ,          0,2022-10-14 14:01:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Test Send Emails                                                                                    ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-14 14:01:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               1,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 0,NULL                                ,CABCF89E-38BD-491D-A9B4-60213C1BC477
      18944,       9481,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-14 14:01:00.000,2022-10-14 13:59:00.000,2022-10-14 14:02:00.000,NULL                                              ,          0,NULL                                              ,New                                               ,          0,2022-10-14 14:02:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Wunderkind Audiences                                                                                ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-14 13:58:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 0,49FAF37B-7129-ED11-B841-48DF37E41D3A,B0503190-BDC4-4CE0-AF9A-23E0C098CCA6
      18937,       9481,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-14 13:58:00.000,2022-10-14 13:44:00.000,2022-10-14 13:59:00.000,NULL                                              ,          0,NULL                                              ,New                                               ,          0,2022-10-14 13:58:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Wunderkind Audiences                                                                                ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-14 13:43:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 0,49FAF37B-7129-ED11-B841-48DF37E41D3A,8A210E14-439A-409E-A7FB-6952CDDD3D72
      18943,      10173,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-14 13:53:00.000,2022-10-14 13:54:00.000,2022-10-14 13:54:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,          0,2022-10-14 13:53:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Test Send Emails                                                                                    ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-14 13:53:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               1,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,2E6CFEDA-0DCF-440F-A6AA-E3065A4C130E
      18938,      10170,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-14 13:45:00.000,2022-10-14 13:46:00.000,2022-10-14 13:46:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,          0,2022-10-14 13:45:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Test Send Emails                                                                                    ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-14 13:45:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               1,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,1DF3BD72-8EFF-46C7-9F5D-880AE4739D60
      18853,       9481,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-14 13:43:00.000,2022-10-14 06:57:00.000,2022-10-14 13:44:00.000,NULL                                              ,          0,NULL                                              ,New                                               ,          0,2022-10-14 13:43:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Wunderkind Audiences                                                                                ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-14 06:56:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 0,49FAF37B-7129-ED11-B841-48DF37E41D3A,503E9412-F286-4730-9708-C833A3CA4EFA
      18932,      10164,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-14 13:19:00.000,2022-10-14 13:20:00.000,2022-10-14 13:20:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,          0,2022-10-14 13:19:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Test Send Emails                                                                                    ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-14 13:19:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               1,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,925D8EB5-04BF-4CDC-91D9-2DAA4207D697
      18931,      10144,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-14 13:16:00.000,2022-10-14 13:17:00.000,2022-10-14 13:17:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,          0,2022-10-14 13:16:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Test Send Emails                                                                                    ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-14 13:16:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               1,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,D21659E6-6B9C-42F0-B65F-7E7201A28DA6
      18930,      10143,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-14 13:13:00.000,2022-10-14 13:14:00.000,2022-10-14 13:14:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,          0,2022-10-14 13:13:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Test Send Emails                                                                                    ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-14 13:13:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               1,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,C2188F7F-7927-4BE0-9CC1-AD802DE30A49
      18929,       9481,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-14 13:11:00.000,2022-10-14 13:12:00.000,2022-10-14 13:12:00.000,NULL                                              ,          1,NULL                                              ,New                                               ,          0,2022-10-14 13:11:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Test Send Emails                                                                                    ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-14 13:11:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               1,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 0,NULL                                ,3BF165E6-3DA5-44B1-90F0-CBD1BA5B63F9
      18815,      10129,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-13 12:57:00.000,2022-10-13 12:58:00.000,2022-10-13 12:58:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,          0,2022-10-13 12:57:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Test Send Emails                                                                                    ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-13 12:57:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               1,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,516131D4-CBBB-404A-AE8A-DA6D45A439A3
      18814,      10115,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-13 12:55:00.000,2022-10-13 12:56:00.000,2022-10-13 12:56:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,          0,2022-10-13 12:55:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Test Send Emails                                                                                    ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-13 12:55:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               1,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,499C0F7C-D2B6-4820-A936-DB170E83752D
      18612,       9486,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-13 12:43:00.000,2022-10-12 10:28:00.000,2022-10-13 12:44:00.000,NULL                                              ,          0,NULL                                              ,New                                               ,          0,2022-10-13 12:43:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Wunderkind Audiences                                                                                ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-12 10:27:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 0,152C0531-7229-ED11-B841-48DF37E41D3A,3E9DB684-280B-4278-8B0E-4A5B352ECAB8
      18614,       9485,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-13 12:43:00.000,2022-10-12 10:28:00.000,2022-10-13 12:44:00.000,NULL                                              ,          0,NULL                                              ,New                                               ,          0,2022-10-13 12:43:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Wunderkind Audiences                                                                                ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-12 10:27:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 0,72A9EF18-7229-ED11-B841-48DF37E41D3A,499ECDA9-B877-4448-8E7E-2C89933640C0
      18722,       9481,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-13 12:43:00.000,2022-10-12 13:54:00.000,2022-10-13 12:44:00.000,NULL                                              ,          0,NULL                                              ,New                                               ,          0,2022-10-13 12:43:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Wunderkind Audiences                                                                                ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-12 13:53:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 0,49FAF37B-7129-ED11-B841-48DF37E41D3A,5226EB9C-3361-4A95-A69C-940C83226F30
      18616,       9484,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-13 12:43:00.000,2022-10-12 10:28:00.000,2022-10-13 12:44:00.000,NULL                                              ,          0,NULL                                              ,New                                               ,          0,2022-10-13 12:43:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Wunderkind Audiences                                                                                ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-12 10:27:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 0,2C9828FF-7129-ED11-B841-48DF37E41D3A,4B5C70F9-BFF1-4CB9-AC50-4E2C9E4738D5
      18617,       9483,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-13 12:43:00.000,2022-10-12 10:28:00.000,2022-10-13 12:44:00.000,NULL                                              ,          0,NULL                                              ,New                                               ,          0,2022-10-13 12:43:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Wunderkind Audiences                                                                                ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-12 10:27:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 0,C38F2FDE-7129-ED11-B841-48DF37E41D3A,663E9654-919C-4113-91CA-5CEE1A69347D
      18618,       9482,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-13 12:43:00.000,2022-10-12 10:28:00.000,2022-10-13 12:44:00.000,NULL                                              ,          0,NULL                                              ,New                                               ,          0,2022-10-13 12:43:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Wunderkind Audiences                                                                                ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-12 10:27:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 0,07FA81B6-7129-ED11-B841-48DF37E41D3A,273883E0-7338-4721-AE90-CE1AAD2A3B07
      18766,      10118,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-13 10:00:00.000,2022-10-13 10:01:00.000,2022-10-13 10:26:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,  715453037,2022-10-13 10:26:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,my tracking                                                                                         ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-13 09:39:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,20E0AFDC-A619-4604-B1E8-197D7204A6B1
      18764,      10112,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-13 10:00:00.000,2022-10-13 10:01:00.000,2022-10-13 10:16:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,  715453037,2022-10-13 10:16:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,my tracking                                                                                         ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-13 09:36:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,9DC4E71C-58A7-4630-8E1B-B3C2004BBAEF
      18776,      10129,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-13 10:08:00.000,2022-10-13 10:09:00.000,2022-10-13 10:09:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,          0,2022-10-13 10:08:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,Test Send Emails                                                                                    ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-13 10:08:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               1,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,97C10BCE-91B7-418E-8C6A-9D67B14B59A4
      18765,      10119,  555555555,    444444444,Devs United                                                                                                                       ,info@bh.exacttarget.com                                                                             ,2022-10-13 10:00:00.000,2022-10-13 10:01:00.000,2022-10-13 10:08:00.000,NULL                                              ,          1,MULTIPLE_SEND                                     ,New                                               ,  715453037,2022-10-13 10:07:00.000,Lorem Ipsum                                                                                                                                                                                             ,Lorem Ipsum                                                                                                                                                                                             ,        1,test@bh.exacttarget.com                                                                                                         ,my tracking                                                                                         ,bcc@bh.exacttarget.com                                                                              ,                   NULL,2022-10-13 09:38:00.000,Unicode - UTF-8               ,127.0.0.1                                         ,                             0,                             0,ExactTargetSend                                                                                                                 ,%%=v(@subject)=%%                                                                                                                                                                                                                                         ,               0,Default Commercial              ,Default Commercial                  ,                          0,NULL                                ,                 1,NULL                                ,21566844-B01C-43BF-885F-264EF12AD385
